vol,num,author,author_std,title,subtitle,editorial,genre,city,publisher,year,series,pages,printrun,price,contents
1932-1939,3834,"Цымек, А.; Зуев, И. В.",ЗуевИВ,Зеленое золото,NA,NA,NA,Москва; Хабаровск,Дальгиз,1934,NA,116,10500,1.5,NA
1932-1939,3840,"Чаплина, В. В.; Глазов, А.",ГлазовА,Кинули,NA,NA,NA,М.,Детиздат,1936,NA,16,25000,1.25,NA
1932-1939,3842,NOAUTHOR,NA,Чардаш,Описание танца,"Рис. Е. Страннолюбской. Подготовлено к печати Центр, домом худож. воспитания детей РСФСР.",NA,М.; Л.,Музгиз,1939,Парные танцы,6,30000,0.2,NA
1932-1939,3845,"Чарнлей, М.",ЧарнлейМ,Братья Райт,NA,NA,NA,М.; Л.,Детиздат,1938,Жизнь замечательных людей,108,25300,0.3,NA
1932-1939,3865,"Чачко, М. И.",ЧачкоМИ,Люди моего завода,NA,NA,NA,М.,Огиз—Молодая гвардия,1933,NA,72,25000,1.2,NA
1932-1939,3867,"Чекина, С.",ЧекинаС,Дети Заполярья,NA,NA,NA,М.,Акад. пед. наук СССР,1937,Микрофонные материалы Всесоюзного радиокомитета. Ред. детского вещания.,17,100,NA,NA
1932-1939,3868,NOAUTHOR,NA,Челябинский тракторный завод,NA,Рис. В. Челинцевой. Текст М. Рижского.,NA,Свердловск,Уралогиз,1933,NA,12,10000,0.5,NA
1932-1939,3872,"Черепанов, К. К.",ЧерепановКК,Кавалерист Михась,NA,Обл. и илл. А. и П. Быковых.,NA,Москва; Сталинград,Крайгиз,1934,Краевая юношеская библиотека,69,6000,0.6,NA
1932-1939,3873,"Черепанов, К. К.",ЧерепановКК,Кавалерист Михась,NA,"Изд. 2-е, исправл.",NA,Сталинград,Сталингр. краевое гос. изд-во,1934,NA,72,5000,0.7,NA
1932-1939,3875,NOAUTHOR,NA,Черная семья,Сборник,Сост. Лина Нейман. Рис. Ф. Г лебова.,NA,М.; Л.,Детиздат,1937,Маленькая библиотека,16,200300,0.3,«Сорока и маленькая черепаха» — рассказала научная сотрудница зоопарка М; Крумина; «Загадка»; «Галя» — рассказала научная сотрудница зоопарка М; Крумина; «Вороненок» — рассказ В; Быкова; «Говорящий грач» — рассказ М; Пришвина
1932-1939,3877,"Чернышевская, Н. М.",ЧернышевскаяНМ,Вилюйский узник,Н. Г. Чернышевский в ссылке,NA,NA,Саратов,Областное изд-во,1939,NA,28,25000,0.75,NA
1932-1939,3878,"Чернышевский, Н. Г.",ЧернышевскийНГ,Литературно-критические статьи,NA,"Сост. Н. Ф. Бельчиков. Вступит, статья В. Р. Щербина — «Н. Г. Чернышевский — литературный критик».",NA,М.,Гослитиздат,1939,Школьная библиотека,302,30000,4,"«Н; Г; Чернышевский — литературный критик» — предисловие В; Щербина; Русские трагики: Сумароков, Княжнин и Озеров; Александр Сергеевич Пушкин; Н; В; Гоголь; Стихотворения Кольцова; Стихотворения Н; Огарева; Бедность — не порок; Шиллер в переводе русских поэтов; Воспоминания о Некрасове; Воспоминания об отношениях И; С; Тургенева к Добролюбову и о разрыве дружбы между Тургеневым и Некрасовым; Н; А; Некрасов; Записки при чтении «Посмертного издания» стихотворений Н; А; Некрасова; Русский человек на rendez vous; Губернские очерки; Детство и отрочество; Военные рассказы; Не начало ли перемены?"
1932-1939,3883,NOAUTHOR,NA,Чертежи самоделок,"К конкурсу на лучшие модели, проекты и игрушки-самоделки",NA,NA,М.,Акад. пед. наук СССР,1939,"Моек. гор. отдел нар. образ, и Моек, дом пионеров и октябрят",16,5000,NA,NA
1932-1939,3884,NOAUTHOR,NA,Четверки,NA,"Сост. Т. Д. Онегина. Рис. Е. Страннолюбской. Подготовлено к печати Центр, домом Худож, воспитания детей РСФСР.",NA,М.; Л.,Музгиз,1939,Массовые танцы,4,15000,0.15,NA
1932-1939,3885,NOAUTHOR,NA,Четыре занимательных фокуса с кольцом,NA,NA,NA,М.,Сотрудник,1938,NA,16,25000,NA,NA
1932-1939,3918,NOAUTHOR,NA,"Что должен знать подросток о профессии тракториста, комбайнера и шофера",NA,"Редколлегия: проф. Н. Д. Левитов, доц. В. Н. Скосы-рев, А. С. Казаков и А. М. Самарина. Под общей ред. директора ин-та Э. Ю. Шурпе.",NA,М.,Медгиз,1934,Центр. научно-исслед. ин-т санитарии и гигиены детей-подростков ОЗД и НКЗ РСФСР,57,3250,1.2,NA
1932-1939,3919,NOAUTHOR,NA,Что должен знать школьник о гриппе,NA,NA,NA,М.,Мосгорздравотдел,1937,Научно-методич. станция Мос-горздравотдела,7,25000,NA,NA
1932-1939,3920,NOAUTHOR,NA,Что такое ЧГРЭС,NA,Рис. В. Челинцевой. Текст К-Коноваловой.,NA,Свердловск,Уралогиз,1934,NA,12,12160,0.65,NA
1932-1939,3984,"Шабанов, И.",ШабановИ,Они разоружаются,Подписи к рис. М. Ляс,NA,NA,Л.,ред. б-ки Ленинские искры Ле-нингр. обл. изд-ва,1932,NA,32,15000,0.5,NA
1932-1939,3985,NOAUTHOR,NA,Шакон,NA,"Рис. Е. Страннолюб-ской. Подготовлено к печати Центр, домом Худож, воспитания детей РСФСР.",NA,М.; Л.,Музгиз,1939,Парные танцы,NA,12000,0.2,NA
1932-1939,3987,"Шатенштейн, А. И.",ШатенштейнАИ,Фосфор,NA,NA,NA,М.; Л.,Огиз — Учпедгиз,1932,Рабочая школьная библиотека. Серия по химии,60,4000,1,NA
1932-1939,3988,"Шатенштейн, А. И.",ШатенштейнАИ,Фосфор,NA,"Изд. 2-е, перераб.",NA,М.; Л.,Госхимтехиздат,1934,Юношеская научно-технич. библиотека,63,5000,0.6,NA
1932-1939,3992,"Шахранович, Г.",ШахрановичГ,Станем хозяевами,NA,NA,NA,М.; Л.,Огиз—Молодая гвардия,1932,NA,80,10000,0.35,NA
1932-1939,4006,"Шевцов, А. Ф.",ШевцовАФ,Детекторный приемник (типа инж,Шапошникова),NA,NA,Сталинград,Акад. пед. наук СССР,1936,Детская технич. станция Крайоно,4,1000,NA,NA
1932-1939,4007,"Шевцов, А. Ф.",ШевцовАФ,Юный радиолюбитель,Практич. пособие в помощь кружкам радиотехники в пионеротряде и школе,Переплет Б. Шварца. Илл. П. Родионова.,NA,М.,Огиз—Молодая гвардия,1935,NA,239,25000,1.8,NA
1932-1939,4008,"Шевцов, А. Ф.",ШевцовАФ,Юный радиолюбитель,Пра-ктич. пособие в помощь кружкам радиотехники в .пионеротряде и школе,"Переплет Б. Шварца. Изд. 2-е, исправл. и доп.",NA,М.,Огиз—Молодая гвардия,1937,NA,269,25000,3.6,NA
1932-1939,4019,"Шер, Н. С.",ШерНС,Айна,NA,Рис. А. Кривцова.,NA,М.,Детгиз,1934,NA,63,25000,0.75,NA
1932-1939,4020,"Шер, Н. С.",ШерНС,Джаник и Кирюша,NA,Илл. А. Гончарова. Изд. 2-е.,NA,М.,Огиз—Молодая гвардия,1932,NA,16,25000,0.4,NA
1932-1939,4022,"Шер, Н. С.",ШерНС,Твоя книга,NA,"Рис. и обл, Г. Лебедевой-Мавриной.",NA,М.,Огиз—Молодая гвардия,1932,NA,16,25000,0.25,NA
1932-1939,4023,"Шер, Н. С.",ШерНС,Чадра Гюльзарчи,NA,"Рис, В. Ивановой. Изд. 2-е.",NA,М.,Огиз—Молодая гвардия,1932,NA,16,200000,0.12,NA
1932-1939,4029,"Шефер, Б.",ШеферБА,Самодельный бильдаппарат,NA,NA,NA,М.; Л.,Детиздат,1937,Библиотека юного конструктора,47,50300,1.25,NA
1932-1939,4030,"Шефер, Б.",ШеферБА,Самодельный телевизор,NA,NA,NA,М.; Л.,Детиздат,1937,Библиотека юного конструктора,32,50300,1.25,NA
1932-1939,4031,Шиан-Ю,Шиан-Ю,Дети советского Китая,NA,NA,NA,М.,изд-во ЦК МОПР СССР,1934,NA,48,20000,0.3,NA
1932-1939,4032,Шиан-Ю,Шиан-Ю,Дети советского Китая,NA,Обл. и илл. В. Гольдман. Изд. 2-е.,NA,М.,изд-во ЦК МОПР СССР,1935,NA,40,30000,0.35,NA
1932-1939,4036,"Шитик, С. М.",ШитикСМ,Игры и аттракционы в пионерском лагере и на летней площадке,NA,NA,NA,М.,Акад. пед. наук СССР,1939,Центр. дом худож. воспитания детей,48,4200,0.6,NA
1932-1939,4041,NOAUTHOR,NA,"Школам колхозной молодежи, ДТСХС, кружкам юных опытников, с.-х. станциям молодежи",Общая инструкция о посеве сои и новых культур,NA,NA,М.,Акад. пед. наук СССР,1933,Всесоюзный научно-исслед. ин-т сои и специальных культур. Сектор техпропаганды,6,500,NA,NA
1932-1939,4042,NOAUTHOR,NA,Школьная эстафета,NA,NA,NA,Самара,Акад. пед. наук СССР,1932,Детская коммунистическая организация юных пионеров и м. Ленина. Средневолжск. Крайбюро,28,5000,NA,NA
1932-1939,4043,NOAUTHOR,NA,Школьные экскурсионные маршруты по Свердловской области на 1938 г,NA,Сост. инж.-геолог И. Ф. Кандыкин.,NA,Свердловск,Дом юного туриста,1938,NA,32,2150,1,NA
1932-1939,4044,NOAUTHOR,NA,Школьный театр первой ступени,Методический и репертуарный сборник,Под ред. Н. Гернет и К. Шнейдер.,NA,Л.,Дом худож. воспитания детей,1933,Ленингр. гор. отдел нар. образ,132,3000,2,NA
